check,fund,source_a,value_a,source_b,value_b,diff,flag
flow:mon3Sales,DISC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,DISC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,DOCK,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,DOCK,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,DOCK,TB@20260624,1418757.50,AP_orders,1543757.50,-125000.00,REVIEW
flow:mon2Redemption,DOCK,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,DOCK,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,DOCK,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,EMJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,EMJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,EMJN,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,EMJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,EMJN,TB@20260624,1228270.00,AP_orders,1478270.00,-250000.00,REVIEW
flow:mon3Redemption,EMJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,EMMY,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,EMMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,EMMY,TB@20260624,6165660.00,AP_orders,6290660.00,-125000.00,
flow:mon2Redemption,EMMY,TB@20260624,1006828.00,AP_orders,1380931.00,-374103.00,REVIEW
flow:mon3Sales,EMMY,TB@20260624,1492246.00,AP_orders,1492246.00,0.00,
flow:mon3Redemption,EMMY,TB@20260624,1496803.50,AP_orders,1122700.50,374103.00,REVIEW
flow:mon1Sales,EMXX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,EMXX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,EMXX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,EMXX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,EMXX,TB@20260624,232030.00,AP_orders,482030.00,-250000.00,REVIEW
flow:mon3Redemption,EMXX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,EUV,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,EUV,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,EUV,TB@20260624,265407448.00,AP_orders,265532448.00,-125000.00,
flow:mon2Redemption,EUV,TB@20260624,6146392.50,AP_orders,66074182.50,-59927790.00,REVIEW
flow:mon3Sales,EUV,TB@20260624,196495802.50,AP_orders,199372812.50,-2877010.00,
flow:mon3Redemption,EUV,TB@20260624,89915736.00,AP_orders,29987946.00,59927790.00,REVIEW
flow:mon1Sales,EUVX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,EUVX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,EUVX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,EUVX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,EUVX,TB@20260624,763966.00,AP_orders,1935838.00,-1171872.00,REVIEW
flow:mon3Redemption,EUVX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,EYES,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,EYES,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,EYES,TB@20260624,1263074.50,AP_orders,3349803.50,-2086729.00,REVIEW
flow:mon2Redemption,EYES,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,EYES,TB@20260624,1961729.00,AP_orders,0.00,1961729.00,REVIEW
flow:mon3Redemption,EYES,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,FBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,FBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,FBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,FBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,FBX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,FBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,FDRS,TB@20260624,84949377.00,AP_orders,53780344.00,31169033.00,REVIEW
flow:mon1Redemption,FDRS,TB@20260624,6157027.00,AP_orders,0.00,6157027.00,REVIEW
flow:mon2Sales,FDRS,TB@20260624,7600375.00,AP_orders,9102349.00,-1501974.00,REVIEW
flow:mon2Redemption,FDRS,TB@20260624,1157510.00,AP_orders,1157510.00,0.00,
flow:mon3Sales,FDRS,TB@20260624,20043907.00,AP_orders,18541933.00,1501974.00,REVIEW
flow:mon3Redemption,FDRS,TB@20260624,5398231.00,AP_orders,5398231.00,0.00,
flow:mon1Sales,FDRX,TB@20260624,17557169.00,AP_orders,8086283.00,9470886.00,REVIEW
flow:mon1Redemption,FDRX,TB@20260624,2008107.00,AP_orders,0.00,2008107.00,REVIEW
flow:mon2Sales,FDRX,TB@20260624,2047077.00,AP_orders,2047077.00,0.00,
flow:mon2Redemption,FDRX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,FDRX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,FDRX,TB@20260624,642372.00,AP_orders,642372.00,0.00,
flow:mon1Sales,GASZ,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,GASZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,GASZ,TB@20260624,2790446.50,AP_orders,4335250.50,-1544804.00,REVIEW
flow:mon2Redemption,GASZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,GASZ,TB@20260624,8173506.00,AP_orders,6753702.00,1419804.00,REVIEW
flow:mon3Redemption,GASZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,GLAM,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,GLAM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,GLAM,TB@20260624,1283622.50,AP_orders,1408622.50,-125000.00,REVIEW
flow:mon2Redemption,GLAM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,GLAM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,GLAM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,GNMX,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,GNMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,GNMX,TB@20260624,1277266.00,AP_orders,1402266.00,-125000.00,REVIEW
flow:mon2Redemption,GNMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,GNMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,GNMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,GOGL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,GOGL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,GOGL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,GOGL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,GOGL,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,GOGL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,GPTZ,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,GPTZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,GPTZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,GPTZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,GPTZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,GPTZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,HJUN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,HJUN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,HJUN,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,HJUN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,HJUN,TB@20260624,1124316.00,AP_orders,1374316.00,-250000.00,REVIEW
flow:mon3Redemption,HJUN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,HMAY,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,HMAY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,HMAY,TB@20260624,5146380.50,AP_orders,5271380.50,-125000.00,
flow:mon2Redemption,HMAY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,HMAY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,HMAY,TB@20260624,506546.00,AP_orders,506546.00,0.00,
flow:mon1Sales,HULL,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,HULL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,HULL,TB@20260624,2702856.00,AP_orders,2827856.00,-125000.00,
flow:mon2Redemption,HULL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,HULL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,HULL,TB@20260624,0.00,AP_orders,382447.50,-382447.50,REVIEW
flow:mon1Sales,HYUX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,HYUX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,HYUX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,HYUX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,HYUX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,HYUX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,ICEE,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,ICEE,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,ICEE,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,ICEE,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,ICEE,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,ICEE,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,IDJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,IDJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,IDJN,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,IDJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,IDJN,TB@20260624,1241906.00,AP_orders,1491906.00,-250000.00,REVIEW
flow:mon3Redemption,IDJN,TB@20260624,497848.00,AP_orders,497848.00,0.00,
flow:mon1Sales,IDMY,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,IDMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,IDMY,TB@20260624,5042504.00,AP_orders,5167504.00,-125000.00,
flow:mon2Redemption,IDMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,IDMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,IDMY,TB@20260624,376906.50,AP_orders,376906.50,0.00,
flow:mon1Sales,IONC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,IONC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,IONC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,IONC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,IONC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,IONC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,IOSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,IOSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,IOSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,IOSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,IOSX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,IOSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,JOUL,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,JOUL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,JOUL,TB@20260624,2779589.00,AP_orders,7211386.00,-4431797.00,REVIEW
flow:mon2Redemption,JOUL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,JOUL,TB@20260624,8682840.00,AP_orders,4376043.00,4306797.00,REVIEW
flow:mon3Redemption,JOUL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,JUNC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,JUNC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,JUNC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,JUNC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,JUNC,TB@20260624,996176.00,AP_orders,1246176.00,-250000.00,REVIEW
flow:mon3Redemption,JUNC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,KEYX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,KEYX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,KEYX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,KEYX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,KEYX,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,KEYX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,KI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,KI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,KI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,KI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,KI,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,KI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,KRWX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,KRWX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,KRWX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,KRWX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,KRWX,TB@20260624,1175252.00,AP_orders,2356487.00,-1181235.00,REVIEW
flow:mon3Redemption,KRWX,TB@20260624,1287098.00,AP_orders,1287098.00,0.00,
flow:mon1Sales,KYC,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,KYC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,KYC,TB@20260624,1353468.00,AP_orders,1478468.00,-125000.00,REVIEW
flow:mon2Redemption,KYC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,KYC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,KYC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,LASC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,LASC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,LASC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,LASC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,LASC,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,LASC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,LASX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,LASX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,LASX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,LASX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,LASX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,LASX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,LATR,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,LATR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,LATR,TB@20260624,1345328.00,AP_orders,1470328.00,-125000.00,REVIEW
flow:mon2Redemption,LATR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,LATR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,LATR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,LRNX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,LRNX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,LRNX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,LRNX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,LRNX,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,LRNX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,MAYC,TB@20260624,25.00,AP_orders,1000000.00,-999975.00,REVIEW
flow:mon1Redemption,MAYC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,MAYC,TB@20260624,5275730.00,AP_orders,4275755.00,999975.00,REVIEW
flow:mon2Redemption,MAYC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,MAYC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,MAYC,TB@20260624,646830.00,AP_orders,646830.00,0.00,
flow:mon1Sales,MDTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,MDTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,MDTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,MDTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,MDTX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,MDTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,MGKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,MGKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,MGKX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,MGKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,MGKX,TB@20260624,332704.50,AP_orders,582704.50,-250000.00,REVIEW
flow:mon3Redemption,MGKX,TB@20260624,0.00,AP_orders,214508.00,-214508.00,REVIEW
flow:mon1Sales,MIC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,MIC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,MIC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,MIC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,MIC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,MIC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,MNSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,MNSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,MNSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,MNSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,MNSX,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,MNSX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,MSFC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,MSFC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,MSFC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,MSFC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,MSFC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,MSFC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,MSIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,MSIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,MSIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,MSIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,MSIX,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,MSIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,MSTC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,MSTC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,MSTC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,MSTC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,MSTC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,MSTC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,NVC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,NVC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,NVC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,NVC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,NVC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,NVC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,NWKD,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,NWKD,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,NWKD,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,NWKD,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,NWKD,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,NWKD,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,NYNY,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,NYNY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,NYNY,TB@20260624,1266559.50,AP_orders,1391559.50,-125000.00,REVIEW
flow:mon2Redemption,NYNY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,NYNY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,NYNY,TB@20260624,0.00,AP_orders,263369.00,-263369.00,REVIEW
flow:mon1Sales,ODDZ,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,ODDZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,ODDZ,TB@20260624,1764217.00,AP_orders,1889217.00,-125000.00,REVIEW
flow:mon2Redemption,ODDZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,ODDZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,ODDZ,TB@20260624,822912.00,AP_orders,822912.00,0.00,
flow:mon1Sales,ONTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,ONTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,ONTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,ONTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,ONTX,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,ONTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,ORAC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,ORAC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,ORAC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,ORAC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,ORAC,TB@20260624,250025.00,AP_orders,0.00,250025.00,REVIEW
flow:mon3Redemption,ORAC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,OWN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,OWN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,OWN,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon2Redemption,OWN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,OWN,TB@20260624,3258699.00,AP_orders,3383699.00,-125000.00,
flow:mon3Redemption,OWN,TB@20260624,0.00,AP_orders,947648.00,-947648.00,REVIEW
flow:mon1Sales,PALX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,PALX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,PALX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,PALX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,PALX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,PALX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,PLTL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,PLTL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,PLTL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,PLTL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,PLTL,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,PLTL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,PTNT,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,PTNT,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,PTNT,TB@20260624,1272466.00,AP_orders,1397466.00,-125000.00,REVIEW
flow:mon2Redemption,PTNT,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,PTNT,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,PTNT,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,QJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,QJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,QJN,TB@20260624,500000.00,AP_orders,0.00,500000.00,REVIEW
flow:mon2Redemption,QJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,QJN,TB@20260624,500000.00,AP_orders,1000000.00,-500000.00,REVIEW
